,Parent,Code,Accounts for New T&Q,Account_Name,Account Code,State,Zip_Code,Territory,Cluster,Sub-Region,Named_Account,test,Named-Account Override,Region,City,Fortune_Number,Fortune,Industry,Employees,PYSales,Annual_Revenue_(M),Wallet_Share,Sub-Territory,Segment,New Industry,New Segment,Revenue Band
Baptist Health System,Total Accounts,1472,true,Baptist Health System,1472,AL,35222,AL,Southeast Cluster #1,Southeast,false,false,false,USA,Birmingham,0,false,Hospitals / Health Care,116,183295,528.7,0.67,East,Mid Market,Healthcare,Mid Market,"$100 - $1,000M"
Baptist Health South Florida,Total Accounts,1471,true,Baptist Health South Florida,1471,FL,33143,FL,Southeast Cluster #1,Southeast,false,false,false,USA,Coral Gables,0,false,Hospitals / Health Care,3988,751246,2180,0.57,East,Enterprise,Healthcare,Enterprise,"$1,000 - $5,000M"
Baptist Health of Northeast Florida,Total Accounts,1470,true,Baptist Health of Northeast Florida,1470,FL,32207,FL,Southeast Cluster #1,Southeast,false,false,false,USA,Jacksonville,0,false,Hospitals / Health Care,3064,34008,0.35,0.95,North,Mid Market,Healthcare,Mid Market,$0 - $50M
Baptist Health,Total Accounts,1469,true,Baptist Health,1469,AR,72205,AR,Southeast Cluster #2,Southeast,false,false,false,USA,Little Rock,0,false,Hospitals / Health Care,906,114656,932,0.62,North,Enterprise,Healthcare,Enterprise,"$100 - $1,000M"
Banning Unified School District,Total Accounts,1468,false,Banning Unified School District,1468,CA,92220,CA,Southwest Cluster #2,Southwest,false,false,false,USA,Banning,0,false,Local,3383,81807,34.1,0.24,West,Mid Market,,Mid Market,$0 - $50M
Banner Health,Total Accounts,1467,true,Banner Health,1467,AZ,85006,AZ,Southwest Cluster #1,Southwest,false,false,false,USA,Phoenix,0,false,Hospitals / Health Care,757,56547,4741,0.06,East,Mid Market,Healthcare,Mid Market,"$1,000 - $5,000M"
Banner Engineering,Total Accounts,1466,true,Banner Engineering,1466,MN,55441,MN,Midwest Cluster #1,Midwest,false,false,false,USA,Plymouth,0,false,Manufacturing - Durables,1518,146279,36.8,0.57,East,Mid Market,Manufacturing,Mid Market,$0 - $50M
Banner Bank,Total Accounts,1465,true,Banner Bank,1465,WA,99362,WA,Northwest Cluster #2,Northwest,false,false,false,USA,Walla Walla,0,false,Banking,3658,0,201.4,0,East,Enterprise,Banking,Enterprise,"$100 - $1,000M"
BankUnited,Total Accounts,1464,true,BankUnited,1464,FL,33016,FL,Southeast Cluster #1,Southeast,false,false,false,USA,Miami Lakes,0,false,Banking,3744,357914,769.9,0.69,West,Enterprise,Banking,Enterprise,"$100 - $1,000M"
Bankrate,Total Accounts,1463,true,Bankrate,1463,FL,33408,FL,Southeast Cluster #1,Southeast,false,false,false,USA,North Palm Beach,0,false,Banking,3112,123130,457.2,0.35,North,Enterprise,Banking,Enterprise,"$100 - $1,000M"
BankNewport,Total Accounts,1462,true,BankNewport,1462,MA,02840,RI,New York Cluster #2,New York,false,false,false,USA,Middletown,0,false,Banking,2886,91234,59.28,0.53,East,Mid Market,Banking,Mid Market,$50 - $100M
Bankers' Bank,Total Accounts,1461,true,Bankers' Bank,1461,WI,53717,WI,Midwest Cluster #2,Midwest,false,false,false,USA,Madison,0,false,Banking,814,153357,29.78,0.72,North,Mid Market,Banking,Mid Market,$0 - $50M
Bankers Trust Company,Total Accounts,1460,true,Bankers Trust Company,1460,IA,50309,IA,Plains Cluster #2,Plains,false,false,false,USA,Des Moines,0,false,Banking,4984,100896,30.31,0.71,West,Key Accounts,Banking,Enterprise,$0 - $50M
Bankers Financial Corporation,Total Accounts,1459,true,Bankers Financial Corporation,1459,FL,33716,FL,Southeast Cluster #1,Southeast,false,false,false,USA,Saint Petersburg,0,false,Banking,612,117259,33,0.15,West,Mid Market,Banking,Mid Market,$0 - $50M
Bank-Fund Staff Federal Credit Union,Total Accounts,1458,true,Bank-Fund Staff Federal Credit Union,1458,VA,20433,VA,Mid-Atlantic Cluster #2,Mid-Atlantic,false,false,false,USA,Washington,0,false,Banking,2544,0,112.1,0,North,Enterprise,Banking,Enterprise,"$100 - $1,000M"
Bank of Wisconsin Dells,Total Accounts,1457,true,Bank of Wisconsin Dells,1457,WI,53965,WI,Midwest Cluster #2,Midwest,false,false,false,USA,Wisconsin Dells,0,false,Banking,3427,67967,100,0.3,East,Enterprise,Banking,Enterprise,"$100 - $1,000M"
Bank of Tokyo,Total Accounts,1456,true,Bank of Tokyo,1456,NY,10020,NY,New York Cluster #1,New York,false,false,false,USA,New York,0,false,Banking,204,28931,33620,0.04,North,Key Accounts,Banking,Enterprise,"$15,000"
Bank of the West,Total Accounts,1455,true,Bank of the West,1455,CA,94104,CA,Southwest Cluster #2,Southwest,false,false,false,USA,San Francisco,0,false,Banking,205,206279,2700,0.75,North,Mid Market,Banking,Mid Market,"$1,000 - $5,000M"
Bank of the Pacific,Total Accounts,1454,true,Bank of the Pacific,1454,WA,98520,WA,Northwest Cluster #2,Northwest,false,false,false,USA,Aberdeen,0,false,Banking,2506,138346,36.25,0.43,North,Mid Market,Banking,Mid Market,$0 - $50M
Bank of the Ozarks,Total Accounts,1453,true,Bank of the Ozarks,1453,AR,72223,AR,Southeast Cluster #2,Southeast,false,false,false,USA,Little Rock,0,false,Banking,1382,114496,284.1,0.66,East,Enterprise,Banking,Enterprise,"$100 - $1,000M"
Bank of the Cascades,Total Accounts,1452,true,Bank of the Cascades,1452,OR,97701,OR,Northwest Cluster #2,Northwest,false,false,false,USA,Bend,0,false,Banking,3638,204158,65.44,0.6,North,Mid Market,Banking,Mid Market,$50 - $100M
Bank of the Carolinas,Total Accounts,1451,true,Bank of the Carolinas,1451,NC,27028,NC,Atlantic Coast Cluster #2,Atlantic Coast,false,false,false,USA,Mocksville,0,false,Banking,1287,69408,16.74,0.91,West,Mid Market,Banking,Mid Market,$0 - $50M
Bank of Tampa,Total Accounts,1450,true,Bank of Tampa,1450,FL,33603,FL,Southeast Cluster #1,Southeast,false,false,false,USA,Tampa,0,false,Banking,1807,70850,47.8,0.37,North,Mid Market,Banking,Mid Market,$0 - $50M
Bank of Springfield,Total Accounts,1449,true,Bank of Springfield,1449,IL,62703,IL,Midwest Cluster #1,Midwest,false,false,false,USA,Springfield,0,false,Banking,3813,21041,39.44,0.09,West,Mid Market,Banking,Mid Market,$0 - $50M
Bank of South Carolina,Total Accounts,1448,true,Bank of South Carolina,1448,SC,29401,SC,Atlantic Coast Cluster #1,Atlantic Coast,false,false,false,USA,Charleston,0,false,Banking,3070,52237,15.25,0.05,West,Mid Market,Banking,Mid Market,$0 - $50M
Bank of Sacramento,Total Accounts,1447,true,Bank of Sacramento,1447,CA,95825,CA,Southwest Cluster #2,Southwest,false,false,false,USA,Sacramento,0,false,Banking,2407,56986,16.78,0.26,East,Mid Market,Banking,Mid Market,$0 - $50M
Bank of North Carolina,Total Accounts,1446,true,Bank of North Carolina,1446,NC,27265,NC,Atlantic Coast Cluster #2,Atlantic Coast,false,false,false,USA,High Point,0,false,Banking,1078,112330,84.2,0.5,North,Mid Market,Banking,Mid Market,$50 - $100M
Bank of New Jersey,Total Accounts,1445,true,Bank of New Jersey,1445,NY,07024,NY,New York Cluster #1,New York,false,false,false,USA,Fort Lee,0,false,Banking,3922,50936,25.18,0.83,South,Mid Market,Banking,Mid Market,$0 - $50M
Bank of New Hampshire,Total Accounts,1444,true,Bank of New Hampshire,1444,NH,03264,NH,NE Cluster #2,Northeast,false,false,false,USA,Laconia,0,false,Banking,3121,178921,12.99,0.72,North,Mid Market,Banking,Mid Market,$0 - $50M
Bank of Marin,Total Accounts,1443,true,Bank of Marin,1443,CA,94947,CA,Southwest Cluster #2,Southwest,false,false,false,USA,Novato,0,false,Banking,4931,138515,68.63,0.31,North,Key Accounts,Banking,Enterprise,$50 - $100M
Bank of Hawaii,Total Accounts,1442,true,Bank of Hawaii,1442,HI,96813,HI,Northwest Cluster #1,Northwest,false,false,false,USA,Honolulu,0,false,Banking,662,52142,1600,0.52,North,Enterprise,Banking,Enterprise,"$1,000 - $5,000M"
Bank of Commerce Holdings,Total Accounts,1441,true,Bank of Commerce Holdings,1441,CA,96002,CA,Southwest Cluster #2,Southwest,false,false,false,USA,Redding,0,false,Banking,201,96437,40.8,0.4,East,Mid Market,Banking,Mid Market,$0 - $50M
Bank of Blue Valley,Total Accounts,1440,true,Bank of Blue Valley,1440,MO,66213,MO,Plains Cluster #1,Plains,false,false,false,USA,Overland Park,0,false,Banking,3833,192693,29.72,0.7,West,Mid Market,Banking,Mid Market,$0 - $50M
Bank of America,Total Accounts,1439,true,Bank of America,1439,NC,28255,NC,Atlantic Coast Cluster #2,Atlantic Coast,false,true,false,USA,Charlotte,21,true,Banking,4285,236637,101700,0.41,West,Key Accounts,Banking,Enterprise,"$15,000"
Bank of Agriculture & Commerce,Total Accounts,1438,true,Bank of Agriculture & Commerce,1438,CA,95207,CA,Southwest Cluster #2,Southwest,false,false,false,USA,Stockton,0,false,Banking,1099,112838,23.34,0.7,West,Mid Market,Banking,Mid Market,$0 - $50M
Bank Mutual,Total Accounts,1437,true,Bank Mutual,1437,WI,53223,WI,Midwest Cluster #2,Midwest,false,false,false,USA,Milwaukee,0,false,Banking,612,137512,182,0.87,West,Enterprise,Banking,Enterprise,"$100 - $1,000M"
Bank Midwest,Total Accounts,1436,true,Bank Midwest,1436,MO,64105,MO,Plains Cluster #1,Plains,false,false,false,USA,Kansas City,0,false,Banking,3089,5285,157.3,0.89,West,Mid Market,Banking,Mid Market,"$100 - $1,000M"
Bank Leumi,Total Accounts,1435,true,Bank Leumi,1435,NY,10017,NY,New York Cluster #1,New York,false,false,false,USA,New York,0,false,Banking,4719,81679,208.3,0.13,West,Mid Market,Banking,Mid Market,"$100 - $1,000M"
Bank Forward,Total Accounts,1434,true,Bank Forward,1434,ND,58402,ND,Northwest Cluster #1,Northwest,false,false,false,USA,Jamestown,0,false,Banking,1417,120693,28.64,0.14,West,Mid Market,Banking,Mid Market,$0 - $50M
Bank First National,Total Accounts,1433,true,Bank First National,1433,WI,54220,WI,Midwest Cluster #2,Midwest,false,false,false,USA,Manitowoc,0,false,Banking,4021,128812,46.53,0.84,South,Mid Market,Banking,Mid Market,$0 - $50M
Bangor Savings Bank,Total Accounts,1432,true,Bangor Savings Bank,1432,ME,04401,ME,NE Cluster #1,Northeast,false,false,false,USA,Bangor,0,false,Banking,2357,91399,134.9,0.61,South,Enterprise,Banking,Enterprise,"$100 - $1,000M"
Banfield Pet Hospital,Total Accounts,1431,true,Banfield Pet Hospital,1431,OR,97213,OR,Northwest Cluster #2,Northwest,false,false,false,USA,Portland,0,false,Hospitals / Health Care,4169,331393,500,0.72,North,Enterprise,Healthcare,Enterprise,"$100 - $1,000M"
Banesco,Total Accounts,1430,true,Banesco,1430,FL,33134,FL,Southeast Cluster #1,Southeast,false,false,false,USA,Coral Gables,0,false,Banking,2965,108838,17.72,0.52,East,Mid Market,Banking,Mid Market,$0 - $50M
Bandon Dunes,Total Accounts,1429,true,Bandon Dunes,1429,OR,97411,OR,Northwest Cluster #2,Northwest,false,false,false,USA,Bandon,0,false,Leisure,4221,53421,19.2,0.36,East,Mid Market,Consumer,Mid Market,$0 - $50M
Banctenn Corp,Total Accounts,1428,true,Banctenn Corp,1428,VA,37660,VA,Mid-Atlantic Cluster #2,Mid-Atlantic,false,false,false,USA,Kingsport,0,false,Banking,4885,71228,47.95,0.63,South,Mid Market,Banking,Mid Market,$0 - $50M
BancTec,Total Accounts,1427,true,BancTec,1427,TX,75061,TX West,Texas Cluster #1,Texas,false,false,false,USA,Irving,0,false,IT Services,1024,110818,248.2,0.27,North,Enterprise,Technology,Enterprise,"$100 - $1,000M"
Bancroft Bag,Total Accounts,1426,true,Bancroft Bag,1426,LA,71292,LA,Southeast Cluster #2,Southeast,false,false,false,USA,West Monroe,0,false,Manufacturing - Non-Durables,670,121326,57.1,0.36,East,Mid Market,Manufacturing,Mid Market,$50 - $100M
BancorpSouth,Total Accounts,1425,true,BancorpSouth,1425,MS,38804,MS,Southeast Cluster #2,Southeast,false,false,false,USA,Tupelo,0,false,Banking,2233,175672,724.6,0.73,East,Enterprise,Banking,Enterprise,"$100 - $1,000M"
Bancfirst,Total Accounts,1424,true,Bancfirst,1424,OK,73102,OK,Rust Belt Cluster #2,Rust Belt,false,false,false,USA,Oklahoma City,0,false,Banking,3419,111238,270.3,0.57,North,Enterprise,Banking,Enterprise,"$100 - $1,000M"
Banc of California,Total Accounts,1423,true,Banc of California,1423,CA,92612,CA,Southwest Cluster #2,Southwest,false,false,false,USA,Irvine,0,false,Banking,3384,82892,217.3,0.24,North,Mid Market,Banking,Mid Market,"$100 - $1,000M"
BAMSI,Total Accounts,1422,false,BAMSI,1422,MA,02301,MA,NE Cluster #3,Northeast,false,false,false,USA,Brockton,0,false,Non-Profit,413,130156,52.71,0.48,West,Mid Market,,Mid Market,$50 - $100M
Bamberger Polymers,Total Accounts,1421,true,Bamberger Polymers,1421,NY,11753,NY,New York Cluster #1,New York,false,false,false,USA,Jericho,0,false,Retail,3371,193791,38.6,0.87,East,Mid Market,Consumer,Mid Market,$0 - $50M
Baltimore Ravens,Total Accounts,1420,true,Baltimore Ravens,1420,MD,21117,MD,Mid-Atlantic Cluster #1,Mid-Atlantic,false,false,false,USA,Owing Mills,0,false,Leisure,4410,10803,5.2,0.93,West,Mid Market,Consumer,Mid Market,$0 - $50M
Baltimore Life Insurance Company,Total Accounts,1419,true,Baltimore Life Insurance Company,1419,MD,21117,MD,Mid-Atlantic Cluster #1,Mid-Atlantic,false,false,false,USA,Owings Mills,0,false,Insurance,1482,110538,154,0.17,North,Mid Market,Insurance,Mid Market,"$100 - $1,000M"
Balsz School District,Total Accounts,1418,false,Balsz School District,1418,AZ,85008,AZ,Southwest Cluster #1,Southwest,false,false,false,USA,Phoenix,0,false,Local,4401,76322,18.31,0.23,South,Mid Market,,Mid Market,$0 - $50M
Bally Total Fitness,Total Accounts,1417,true,Bally Total Fitness,1417,VA,20782,VA,Mid-Atlantic Cluster #2,Mid-Atlantic,false,false,false,USA,Hyattsville,0,false,Leisure,4833,28931,1059,0.12,South,Mid Market,Consumer,Mid Market,"$1,000 - $5,000M"
Bally Technologies,Total Accounts,1416,true,Bally Technologies,1416,NV,89119,NV,Southwest Cluster #1,Southwest,false,false,false,USA,Las Vegas,0,false,Leisure,1367,20456,879.8,0.02,East,Mid Market,Consumer,Mid Market,"$100 - $1,000M"
Balluff,Total Accounts,1415,true,Balluff,1415,OH,41042,OH,Midwest Cluster #2,Midwest,false,false,false,USA,Florence,0,false,Manufacturing - Durables,2327,54116,63.89,0.43,South,Mid Market,Manufacturing,Mid Market,$50 - $100M
Ballston Spa National Bank,Total Accounts,1414,true,Ballston Spa National Bank,1414,NY,12020,NY,New York Cluster #1,New York,false,false,false,USA,Ballston Spa,0,false,Banking,3069,99201,17.74,0.49,South,Mid Market,Banking,Mid Market,$0 - $50M
Ballard Spahr,Total Accounts,1413,true,Ballard Spahr,1413,PA,19103,PA,NE Cluster #1,Northeast,false,false,false,USA,Philadelphia,0,false,Legal Services,137,268885,271,0.76,West,Mid Market,Services,Mid Market,"$100 - $1,000M"
Ballard Designs,Total Accounts,1412,true,Ballard Designs,1412,GA,30318,GA,Southeast Cluster #1,Southeast,false,false,false,USA,Atlanta,0,false,Consumer Products,2186,59616,24.3,0.06,West,Mid Market,Consumer,Mid Market,$0 - $50M
Ball State University,Total Accounts,1411,true,Ball State University,1411,IN,47306,IN,Midwest Cluster #1,Midwest,false,false,false,USA,Muncie,0,false,Higher Education,4664,121402,151.4,0.94,East,Enterprise,Education,Enterprise,"$100 - $1,000M"
Ball Memorial-Clarian Health,Total Accounts,1410,true,Ball Memorial-Clarian Health,1410,IN,47303,IN,Midwest Cluster #1,Midwest,false,false,false,USA,Muncie,0,false,Hospitals / Health Care,4297,186084,139.7,0.93,East,Enterprise,Healthcare,Enterprise,"$100 - $1,000M"
Ball Horticultural,Total Accounts,1409,true,Ball Horticultural,1409,IL,60185,IL,Midwest Cluster #1,Midwest,false,false,false,USA,West Chicago,0,false,Retail,3522,87670,132.5,0.1,North,Mid Market,Consumer,Mid Market,"$100 - $1,000M"
Ball Healthcare,Total Accounts,1408,true,Ball Healthcare,1408,AL,36604,AL,Southeast Cluster #1,Southeast,false,false,false,USA,Mobile,0,false,Hospitals / Health Care,2237,124784,56.1,0.61,West,Mid Market,Healthcare,Mid Market,$50 - $100M
Ball Corporation,Total Accounts,1407,true,Ball Corporation,1407,CO,80021,CO,Plains Cluster #1,Plains,false,false,false,USA,Broomfield,321,true,Manufacturing - Durables,4674,246938,8468,0.2,North,Mid Market,Manufacturing,Mid Market,"$5,000 - $15,000M"
Balfour Beatty Infrastructure,Total Accounts,1406,true,Balfour Beatty Infrastructure,1406,GA,30309,GA,Southeast Cluster #1,Southeast,false,false,false,USA,Atlanta,0,false,Services,2735,50979,419.5,0.75,West,Enterprise,Services,Enterprise,"$100 - $1,000M"
Balfour Beatty Construction,Total Accounts,1405,true,Balfour Beatty Construction,1405,TX,75201,TX West,Texas Cluster #1,Texas,false,false,false,USA,Dallas,0,false,Manufacturing - Durables,3471,693539,3366,0.13,West,Mid Market,Manufacturing,Mid Market,"$1,000 - $5,000M"
"Balestra, Harr & Scherer, CPAs",Total Accounts,1404,true,"Balestra, Harr & Scherer, CPAs",1404,OH,43113,OH,Midwest Cluster #2,Midwest,false,false,false,USA,Circleville,0,false,Financial Services,167,50921,4.8,0.85,West,Mid Market,Finance,Mid Market,$0 - $50M
Baldwin & Shell Construction Company,Total Accounts,1403,true,Baldwin & Shell Construction Company,1403,AR,72201,AR,Southeast Cluster #2,Southeast,false,false,false,USA,Little Rock,0,false,Services,2219,86979,34.6,0.79,East,Mid Market,Services,Mid Market,$0 - $50M
Baldwin & Lyons,Total Accounts,1402,true,Baldwin & Lyons,1402,IN,46204,IN,Midwest Cluster #1,Midwest,false,false,false,USA,Indianapolis,0,false,Insurance,3395,83483,262.1,0.77,East,Enterprise,Insurance,Enterprise,"$100 - $1,000M"
Baldor Electric Company,Total Accounts,1401,true,Baldor Electric Company,1401,AR,72901,AR,Southeast Cluster #2,Southeast,false,false,false,USA,Fort Smith,0,false,Manufacturing - Durables,1453,55463,2000,0.79,East,Enterprise,Manufacturing,Enterprise,"$1,000 - $5,000M"
Baldini's Sports Casino,Total Accounts,1400,true,Baldini's Sports Casino,1400,NV,89431,NV,Southwest Cluster #1,Southwest,false,false,false,USA,Sparks,0,false,Leisure,303,123810,18.9,0.59,East,Mid Market,Consumer,Mid Market,$0 - $50M
Balchem,Total Accounts,1399,true,Balchem,1399,NY,10958,NY,New York Cluster #1,New York,false,false,false,USA,New Hampton,0,false,Manufacturing - Non-Durables,1979,125784,310.4,0.74,South,Enterprise,Manufacturing,Enterprise,"$100 - $1,000M"
Balch & Bingham,Total Accounts,1398,true,Balch & Bingham,1398,AL,35203,AL,Southeast Cluster #1,Southeast,false,false,false,USA,Birmingham,0,false,Legal Services,1836,74878,25.3,0.47,South,Mid Market,Services,Mid Market,$0 - $50M
BalancePoint,Total Accounts,1397,true,BalancePoint,1397,MO,64114,MO,Plains Cluster #1,Plains,false,false,false,USA,Kansas City,0,false,IT Services,1583,108650,15.5,0.75,North,Mid Market,Technology,Mid Market,$0 - $50M
"Baker, Donelson, Bearman, Caldwell, & Berkowitz",Total Accounts,1396,true,"Baker, Donelson, Bearman, Caldwell, & Berkowitz",1396,TN,38103,TN,Rust Belt Cluster #1,Rust Belt,false,false,false,USA,Memphis,0,false,Legal Services,281,128126,82.9,0.66,South,Mid Market,Services,Mid Market,$50 - $100M
Baker Triangle,Total Accounts,1395,true,Baker Triangle,1395,TX,75150,TX West,Texas Cluster #1,Texas,false,false,false,USA,Mesquite,0,false,Services,3347,60755,128,0.63,South,Enterprise,Services,Enterprise,"$100 - $1,000M"
Baker Tilly Virchow Krause,Total Accounts,1394,true,Baker Tilly Virchow Krause,1394,WI,53718,WI,Midwest Cluster #2,Midwest,false,false,false,USA,Madison,0,false,Legal Services,3293,96437,250,0.44,East,Enterprise,Services,Enterprise,"$100 - $1,000M"
Baker Roofing,Total Accounts,1393,true,Baker Roofing,1393,NC,27603,NC,Atlantic Coast Cluster #2,Atlantic Coast,false,false,false,USA,Raleigh,0,false,Services,3438,83287,94.96,0.15,East,Mid Market,Services,Mid Market,$50 - $100M
Baker Hughes,Total Accounts,1392,true,Baker Hughes,1392,TX,77019,TX West,Texas Cluster #1,Texas,false,false,false,USA,Houston,132,true,Oil & Gas,2526,276161,22364,0.7,North,Key Accounts,Energy,Enterprise,"$15,000"
