,Parent,Code,Zips,Zips Item,SubTerritory,Patch,Territory Parent,Parent Reassign,ParentCode
91030,CA,91030,91030,91030,West,Cold,CA,CA,US-CA
91101,CA,91101,91101,91101,North,Warm,CA,CA,US-CA
91103,CA,91103,91103,91103,East,Cold,CA,CA,US-CA
91105,CA,91105,91105,91105,North,Cold,CA,CA,US-CA
91106,CA,91106,91106,91106,West,Cold,CA,CA,US-CA
91107,CA,91107,91107,91107,North,Cold,CA,CA,US-CA
91109,CA,91109,91109,91109,West,Cold,CA,CA,US-CA
91124,CA,91124,91124,91124,North,Cold,CA,CA,US-CA
91125,CA,91125,91125,91125,South,Cold,CA,CA,US-CA
91201,CA,91201,91201,91201,East,Cold,CA,CA,US-CA
91202,CA,91202,91202,91202,East,Cold,CA,CA,US-CA
91203,CA,91203,91203,91203,West,Cold,CA,CA,US-CA
91204,CA,91204,91204,91204,West,Cold,CA,CA,US-CA
91208,CA,91208,91208,91208,North,Cold,CA,CA,US-CA
91301,CA,91301,91301,91301,East,Cold,CA,CA,US-CA
91302,CA,91302,91302,91302,South,Cold,CA,CA,US-CA
91311,CA,91311,91311,91311,North,Warm,CA,CA,US-CA
91320,CA,91320,91320,91320,West,Cold,CA,CA,US-CA
91325,CA,91325,91325,91325,East,Cold,CA,CA,US-CA
91335,CA,91335,91335,91335,West,Cold,CA,CA,US-CA
91340,CA,91340,91340,91340,North,Cold,CA,CA,US-CA
91342,CA,91342,91342,91342,East,Cold,CA,CA,US-CA
91343,CA,91343,91343,91343,South,Cold,CA,CA,US-CA
91352,CA,91352,91352,91352,West,Cold,CA,CA,US-CA
91355,CA,91355,91355,91355,North,Cold,CA,CA,US-CA
91356,CA,91356,91356,91356,East,Cold,CA,CA,US-CA
91360,CA,91360,91360,91360,South,Cold,CA,CA,US-CA
91361,CA,91361,91361,91361,East,Cold,CA,CA,US-CA
91362,CA,91362,91362,91362,West,Cold,CA,CA,US-CA
91367,CA,91367,91367,91367,West,Warm,CA,CA,US-CA
91402,CA,91402,91402,91402,North,Cold,CA,CA,US-CA
91403,CA,91403,91403,91403,East,Cold,CA,CA,US-CA
91405,CA,91405,91405,91405,East,Cold,CA,CA,US-CA
91406,CA,91406,91406,91406,North,Cold,CA,CA,US-CA
91423,CA,91423,91423,91423,North,Cold,CA,CA,US-CA
91436,CA,91436,91436,91436,South,Cold,CA,CA,US-CA
91502,CA,91502,91502,91502,North,Cold,CA,CA,US-CA
91504,CA,91504,91504,91504,East,Cold,CA,CA,US-CA
91505,CA,91505,91505,91505,South,Cold,CA,CA,US-CA
91521,CA,91521,91521,91521,West,Cold,CA,CA,US-CA
91522,CA,91522,91522,91522,South,Cold,CA,CA,US-CA
91602,CA,91602,91602,91602,East,Cold,CA,CA,US-CA
91604,CA,91604,91604,91604,West,Cold,CA,CA,US-CA
91605,CA,91605,91605,91605,North,Cold,CA,CA,US-CA
91606,CA,91606,91606,91606,South,Cold,CA,CA,US-CA
91702,CA,91702,91702,91702,West,Cold,CA,CA,US-CA
91706,CA,91706,91706,91706,South,Cold,CA,CA,US-CA
91709,CA,91709,91709,91709,South,Cold,CA,CA,US-CA
91710,CA,91710,91710,91710,East,Cold,CA,CA,US-CA
91711,CA,91711,91711,91711,West,Cold,CA,CA,US-CA
91723,CA,91723,91723,91723,East,Cold,CA,CA,US-CA
91724,CA,91724,91724,91724,West,Cold,CA,CA,US-CA
91730,CA,91730,91730,91730,South,Cold,CA,CA,US-CA
91731,CA,91731,91731,91731,North,Cold,CA,CA,US-CA
91732,CA,91732,91732,91732,South,Cold,CA,CA,US-CA
91744,CA,91744,91744,91744,East,Cold,CA,CA,US-CA
91745,CA,91745,91745,91745,West,Cold,CA,CA,US-CA
91746,CA,91746,91746,91746,East,Cold,CA,CA,US-CA
91748,CA,91748,91748,91748,South,Cold,CA,CA,US-CA
91755,CA,91755,91755,91755,West,Cold,CA,CA,US-CA
91761,CA,91761,91761,91761,North,Cold,CA,CA,US-CA
91762,CA,91762,91762,91762,East,Cold,CA,CA,US-CA
91764,CA,91764,91764,91764,West,Cold,CA,CA,US-CA
91766,CA,91766,91766,91766,North,Cold,CA,CA,US-CA
91767,CA,91767,91767,91767,South,Cold,CA,CA,US-CA
91768,CA,91768,91768,91768,West,Cold,CA,CA,US-CA
91769,CA,91769,91769,91769,South,Cold,CA,CA,US-CA
91770,CA,91770,91770,91770,East,Cold,CA,CA,US-CA
91773,CA,91773,91773,91773,North,Cold,CA,CA,US-CA
91776,CA,91776,91776,91776,East,Cold,CA,CA,US-CA
91786,CA,91786,91786,91786,West,Cold,CA,CA,US-CA
91789,CA,91789,91789,91789,North,Cold,CA,CA,US-CA
91914,CA,91914,91914,91914,North,Cold,CA,CA,US-CA
91942,CA,91942,91942,91942,South,Cold,CA,CA,US-CA
91950,CA,91950,91950,91950,West,Cold,CA,CA,US-CA
92008,CA,92008,92008,92008,North,Warm,CA,CA,US-CA
92009,CA,92009,92009,92009,East,Cold,CA,CA,US-CA
92010,CA,92010,92010,92010,West,Cold,CA,CA,US-CA
92011,CA,92011,92011,92011,South,Cold,CA,CA,US-CA
92020,CA,92020,92020,92020,East,Cold,CA,CA,US-CA
92025,CA,92025,92025,92025,South,Cold,CA,CA,US-CA
92028,CA,92028,92028,92028,East,Cold,CA,CA,US-CA
92029,CA,92029,92029,92029,West,Cold,CA,CA,US-CA
92037,CA,92037,92037,92037,South,Cold,CA,CA,US-CA
92040,CA,92040,92040,92040,East,Cold,CA,CA,US-CA
92054,CA,92054,92054,92054,West,Cold,CA,CA,US-CA
92056,CA,92056,92056,92056,North,Cold,CA,CA,US-CA
92058,CA,92058,92058,92058,West,Cold,CA,CA,US-CA
92064,CA,92064,92064,92064,North,Cold,CA,CA,US-CA
92069,CA,92069,92069,92069,West,Cold,CA,CA,US-CA
92078,CA,92078,92078,92078,South,Cold,CA,CA,US-CA
92081,CA,92081,92081,92081,East,Cold,CA,CA,US-CA
92084,CA,92084,92084,92084,North,Cold,CA,CA,US-CA
92093,CA,92093,92093,92093,South,Cold,CA,CA,US-CA
92101,CA,92101,92101,92101,East,Warm,CA,CA,US-CA
92102,CA,92102,92102,92102,South,Cold,CA,CA,US-CA
92103,CA,92103,92103,92103,East,Cold,CA,CA,US-CA
92106,CA,92106,92106,92106,North,Cold,CA,CA,US-CA
92108,CA,92108,92108,92108,East,Cold,CA,CA,US-CA
92109,CA,92109,92109,92109,North,Cold,CA,CA,US-CA
92110,CA,92110,92110,92110,South,Cold,CA,CA,US-CA
92111,CA,92111,92111,92111,North,Cold,CA,CA,US-CA
92115,CA,92115,92115,92115,South,Cold,CA,CA,US-CA
92117,CA,92117,92117,92117,East,Cold,CA,CA,US-CA
92118,CA,92118,92118,92118,West,Cold,CA,CA,US-CA
92121,CA,92121,92121,92121,North,Hot,CA,CA,US-CA
92122,CA,92122,92122,92122,South,Cold,CA,CA,US-CA
92123,CA,92123,92123,92123,West,Hot,CA,CA,US-CA
92126,CA,92126,92126,92126,West,Cold,CA,CA,US-CA
92127,CA,92127,92127,92127,South,Cold,CA,CA,US-CA
92128,CA,92128,92128,92128,West,Cold,CA,CA,US-CA
92130,CA,92130,92130,92130,South,Cold,CA,CA,US-CA
92131,CA,92131,92131,92131,West,Cold,CA,CA,US-CA
92154,CA,92154,92154,92154,East,Cold,CA,CA,US-CA
92182,CA,92182,92182,92182,North,Cold,CA,CA,US-CA
92186,CA,92186,92186,92186,South,Cold,CA,CA,US-CA
92220,CA,92220,92220,92220,East,Cold,CA,CA,US-CA
92236,CA,92236,92236,92236,North,Cold,CA,CA,US-CA
92243,CA,92243,92243,92243,South,Cold,CA,CA,US-CA
92251,CA,92251,92251,92251,West,Cold,CA,CA,US-CA
92252,CA,92252,92252,92252,North,Cold,CA,CA,US-CA
92253,CA,92253,92253,92253,South,Cold,CA,CA,US-CA
92270,CA,92270,92270,92270,West,Cold,CA,CA,US-CA
92274,CA,92274,92274,92274,North,Cold,CA,CA,US-CA
92284,CA,92284,92284,92284,South,Cold,CA,CA,US-CA
92315,CA,92315,92315,92315,East,Cold,CA,CA,US-CA
92324,CA,92324,92324,92324,North,Cold,CA,CA,US-CA
92335,CA,92335,92335,92335,East,Cold,CA,CA,US-CA
92354,CA,92354,92354,92354,West,Cold,CA,CA,US-CA
92373,CA,92373,92373,92373,North,Cold,CA,CA,US-CA
92374,CA,92374,92374,92374,South,Cold,CA,CA,US-CA
92393,CA,92393,92393,92393,East,Cold,CA,CA,US-CA
92395,CA,92395,92395,92395,West,Cold,CA,CA,US-CA
92401,CA,92401,92401,92401,North,Cold,CA,CA,US-CA
92408,CA,92408,92408,92408,East,Cold,CA,CA,US-CA
92410,CA,92410,92410,92410,North,Cold,CA,CA,US-CA
92415,CA,92415,92415,92415,South,Cold,CA,CA,US-CA
92418,CA,92418,92418,92418,East,Cold,CA,CA,US-CA
92501,CA,92501,92501,92501,West,Cold,CA,CA,US-CA
92503,CA,92503,92503,92503,North,Cold,CA,CA,US-CA
92506,CA,92506,92506,92506,South,Cold,CA,CA,US-CA
92507,CA,92507,92507,92507,East,Cold,CA,CA,US-CA
92521,CA,92521,92521,92521,West,Cold,CA,CA,US-CA
92551,CA,92551,92551,92551,North,Cold,CA,CA,US-CA
92590,CA,92590,92590,92590,South,Cold,CA,CA,US-CA
92591,CA,92591,92591,92591,North,Cold,CA,CA,US-CA
92592,CA,92592,92592,92592,South,Cold,CA,CA,US-CA
92602,CA,92602,92602,92602,East,Cold,CA,CA,US-CA
92606,CA,92606,92606,92606,West,Cold,CA,CA,US-CA
92610,CA,92610,92610,92610,South,Cold,CA,CA,US-CA
92612,CA,92612,92612,92612,East,Hot,CA,CA,US-CA
92614,CA,92614,92614,92614,North,Hot,CA,CA,US-CA
92616,CA,92616,92616,92616,West,Cold,CA,CA,US-CA
92617,CA,92617,92617,92617,North,Cold,CA,CA,US-CA
92618,CA,92618,92618,92618,East,Hot,CA,CA,US-CA
92623,CA,92623,92623,92623,West,Cold,CA,CA,US-CA
92626,CA,92626,92626,92626,North,Warm,CA,CA,US-CA
92630,CA,92630,92630,92630,North,Cold,CA,CA,US-CA
92647,CA,92647,92647,92647,East,Cold,CA,CA,US-CA
92649,CA,92649,92649,92649,East,Cold,CA,CA,US-CA
92656,CA,92656,92656,92656,West,Warm,CA,CA,US-CA
92660,CA,92660,92660,92660,East,Warm,CA,CA,US-CA
92663,CA,92663,92663,92663,West,Cold,CA,CA,US-CA
92673,CA,92673,92673,92673,South,Cold,CA,CA,US-CA
92675,CA,92675,92675,92675,North,Cold,CA,CA,US-CA
92688,CA,92688,92688,92688,East,Cold,CA,CA,US-CA
92691,CA,92691,92691,92691,South,Cold,CA,CA,US-CA
92692,CA,92692,92692,92692,East,Cold,CA,CA,US-CA
92697,CA,92697,92697,92697,West,Cold,CA,CA,US-CA
92701,CA,92701,92701,92701,North,Cold,CA,CA,US-CA
92702,CA,92702,92702,92702,West,Cold,CA,CA,US-CA
92703,CA,92703,92703,92703,North,Cold,CA,CA,US-CA
92704,CA,92704,92704,92704,South,Cold,CA,CA,US-CA
92705,CA,92705,92705,92705,East,Warm,CA,CA,US-CA
92706,CA,92706,92706,92706,East,Cold,CA,CA,US-CA
92707,CA,92707,92707,92707,North,Cold,CA,CA,US-CA
92708,CA,92708,92708,92708,East,Cold,CA,CA,US-CA
92780,CA,92780,92780,92780,South,Cold,CA,CA,US-CA
92801,CA,92801,92801,92801,West,Cold,CA,CA,US-CA
92802,CA,92802,92802,92802,South,Cold,CA,CA,US-CA
92805,CA,92805,92805,92805,East,Cold,CA,CA,US-CA
92806,CA,92806,92806,92806,North,Cold,CA,CA,US-CA
92807,CA,92807,92807,92807,East,Cold,CA,CA,US-CA
92821,CA,92821,92821,92821,North,Cold,CA,CA,US-CA
92831,CA,92831,92831,92831,East,Cold,CA,CA,US-CA
92834,CA,92834,92834,92834,West,Cold,CA,CA,US-CA
92841,CA,92841,92841,92841,South,Cold,CA,CA,US-CA
92863,CA,92863,92863,92863,West,Cold,CA,CA,US-CA
92865,CA,92865,92865,92865,North,Cold,CA,CA,US-CA
92866,CA,92866,92866,92866,West,Cold,CA,CA,US-CA
92867,CA,92867,92867,92867,North,Cold,CA,CA,US-CA
92868,CA,92868,92868,92868,West,Warm,CA,CA,US-CA
92879,CA,92879,92879,92879,South,Cold,CA,CA,US-CA
92880,CA,92880,92880,92880,West,Cold,CA,CA,US-CA
93001,CA,93001,93001,93001,East,Cold,CA,CA,US-CA
93003,CA,93003,93003,93003,North,Cold,CA,CA,US-CA
93009,CA,93009,93009,93009,West,Cold,CA,CA,US-CA
93012,CA,93012,93012,93012,North,Warm,CA,CA,US-CA
93013,CA,93013,93013,93013,West,Cold,CA,CA,US-CA
93021,CA,93021,93021,93021,West,Cold,CA,CA,US-CA
93023,CA,93023,93023,93023,West,Cold,CA,CA,US-CA
93030,CA,93030,93030,93030,North,Cold,CA,CA,US-CA
93033,CA,93033,93033,93033,West,Cold,CA,CA,US-CA
93060,CA,93060,93060,93060,North,Cold,CA,CA,US-CA
93063,CA,93063,93063,93063,South,Cold,CA,CA,US-CA
93065,CA,93065,93065,93065,North,Cold,CA,CA,US-CA
93101,CA,93101,93101,93101,North,Cold,CA,CA,US-CA
93103,CA,93103,93103,93103,South,Cold,CA,CA,US-CA
93105,CA,93105,93105,93105,East,Cold,CA,CA,US-CA
93106,CA,93106,93106,93106,North,Cold,CA,CA,US-CA
93108,CA,93108,93108,93108,South,Cold,CA,CA,US-CA
93109,CA,93109,93109,93109,West,Cold,CA,CA,US-CA
93111,CA,93111,93111,93111,North,Cold,CA,CA,US-CA
93117,CA,93117,93117,93117,East,Warm,CA,CA,US-CA
93203,CA,93203,93203,93203,East,Cold,CA,CA,US-CA
93210,CA,93210,93210,93210,West,Cold,CA,CA,US-CA
93215,CA,93215,93215,93215,South,Cold,CA,CA,US-CA
93220,CA,93220,93220,93220,East,Cold,CA,CA,US-CA
93245,CA,93245,93245,93245,West,Cold,CA,CA,US-CA
93257,CA,93257,93257,93257,North,Cold,CA,CA,US-CA
93274,CA,93274,93274,93274,South,Cold,CA,CA,US-CA
93291,CA,93291,93291,93291,East,Cold,CA,CA,US-CA
93301,CA,93301,93301,93301,South,Cold,CA,CA,US-CA
93306,CA,93306,93306,93306,East,Cold,CA,CA,US-CA
93307,CA,93307,93307,93307,West,Cold,CA,CA,US-CA
93308,CA,93308,93308,93308,South,Cold,CA,CA,US-CA
93311,CA,93311,93311,93311,North,Cold,CA,CA,US-CA
93401,CA,93401,93401,93401,North,Cold,CA,CA,US-CA
93422,CA,93422,93422,93422,North,Cold,CA,CA,US-CA
93436,CA,93436,93436,93436,South,Cold,CA,CA,US-CA
93455,CA,93455,93455,93455,East,Cold,CA,CA,US-CA
93514,CA,93514,93514,93514,West,Cold,CA,CA,US-CA
93534,CA,93534,93534,93534,North,Cold,CA,CA,US-CA
93545,CA,93545,93545,93545,South,Cold,CA,CA,US-CA
93561,CA,93561,93561,93561,East,Cold,CA,CA,US-CA
93615,CA,93615,93615,93615,West,Cold,CA,CA,US-CA
93618,CA,93618,93618,93618,North,Cold,CA,CA,US-CA
93631,CA,93631,93631,93631,East,Cold,CA,CA,US-CA
93636,CA,93636,93636,93636,West,Cold,CA,CA,US-CA
93637,CA,93637,93637,93637,North,Cold,CA,CA,US-CA
93650,CA,93650,93650,93650,South,Cold,CA,CA,US-CA
93702,CA,93702,93702,93702,East,Cold,CA,CA,US-CA
93710,CA,93710,93710,93710,West,Cold,CA,CA,US-CA
93711,CA,93711,93711,93711,North,Cold,CA,CA,US-CA
93720,CA,93720,93720,93720,East,Cold,CA,CA,US-CA
93721,CA,93721,93721,93721,North,Cold,CA,CA,US-CA
93727,CA,93727,93727,93727,East,Cold,CA,CA,US-CA
93740,CA,93740,93740,93740,West,Cold,CA,CA,US-CA
93901,CA,93901,93901,93901,North,Cold,CA,CA,US-CA
93906,CA,93906,93906,93906,West,Cold,CA,CA,US-CA
93908,CA,93908,93908,93908,North,Cold,CA,CA,US-CA
93940,CA,93940,93940,93940,South,Cold,CA,CA,US-CA
93953,CA,93953,93953,93953,South,Cold,CA,CA,US-CA
94005,CA,94005,94005,94005,East,Cold,CA,CA,US-CA
94010,CA,94010,94010,94010,North,Cold,CA,CA,US-CA
94014,CA,94014,94014,94014,South,Cold,CA,CA,US-CA
94015,CA,94015,94015,94015,East,Cold,CA,CA,US-CA
94022,CA,94022,94022,94022,North,Cold,CA,CA,US-CA
94025,CA,94025,94025,94025,North,Cold,CA,CA,US-CA
94040,CA,94040,94040,94040,South,Cold,CA,CA,US-CA
94041,CA,94041,94041,94041,West,Cold,CA,CA,US-CA
94043,CA,94043,94043,94043,North,Hot,CA,CA,US-CA
94062,CA,94062,94062,94062,West,Cold,CA,CA,US-CA
94063,CA,94063,94063,94063,North,Warm,CA,CA,US-CA
94065,CA,94065,94065,94065,North,Hot,CA,CA,US-CA
94066,CA,94066,94066,94066,North,Cold,CA,CA,US-CA
94070,CA,94070,94070,94070,West,Cold,CA,CA,US-CA
94080,CA,94080,94080,94080,North,Warm,CA,CA,US-CA
94085,CA,94085,94085,94085,South,Hot,CA,CA,US-CA
94086,CA,94086,94086,94086,East,Cold,CA,CA,US-CA
94088,CA,94088,94088,94088,East,Cold,CA,CA,US-CA
94089,CA,94089,94089,94089,West,Hot,CA,CA,US-CA
94102,CA,94102,94102,94102,North,Cold,CA,CA,US-CA
94103,CA,94103,94103,94103,South,Warm,CA,CA,US-CA
94104,CA,94104,94104,94104,North,Warm,CA,CA,US-CA
94105,CA,94105,94105,94105,South,Hot,CA,CA,US-CA
94107,CA,94107,94107,94107,East,Hot,CA,CA,US-CA
94108,CA,94108,94108,94108,West,Cold,CA,CA,US-CA
94109,CA,94109,94109,94109,East,Cold,CA,CA,US-CA
94111,CA,94111,94111,94111,South,Hot,CA,CA,US-CA
94112,CA,94112,94112,94112,North,Cold,CA,CA,US-CA
94114,CA,94114,94114,94114,South,Cold,CA,CA,US-CA
94115,CA,94115,94115,94115,East,Cold,CA,CA,US-CA
94118,CA,94118,94118,94118,West,Cold,CA,CA,US-CA
94122,CA,94122,94122,94122,South,Cold,CA,CA,US-CA
94124,CA,94124,94124,94124,West,Cold,CA,CA,US-CA
94129,CA,94129,94129,94129,South,Cold,CA,CA,US-CA
94133,CA,94133,94133,94133,South,Cold,CA,CA,US-CA
94143,CA,94143,94143,94143,East,Cold,CA,CA,US-CA
94158,CA,94158,94158,94158,West,Cold,CA,CA,US-CA
94163,CA,94163,94163,94163,North,Cold,CA,CA,US-CA
94301,CA,94301,94301,94301,South,Cold,CA,CA,US-CA
94303,CA,94303,94303,94303,South,Cold,CA,CA,US-CA
94304,CA,94304,94304,94304,South,Warm,CA,CA,US-CA
94305,CA,94305,94305,94305,East,Cold,CA,CA,US-CA
94306,CA,94306,94306,94306,East,Cold,CA,CA,US-CA
94402,CA,94402,94402,94402,North,Cold,CA,CA,US-CA
94403,CA,94403,94403,94403,North,Cold,CA,CA,US-CA
94404,CA,94404,94404,94404,South,Hot,CA,CA,US-CA
94501,CA,94501,94501,94501,South,Cold,CA,CA,US-CA
94502,CA,94502,94502,94502,South,Cold,CA,CA,US-CA
94509,CA,94509,94509,94509,East,Cold,CA,CA,US-CA
94510,CA,94510,94510,94510,North,Cold,CA,CA,US-CA
94514,CA,94514,94514,94514,East,Cold,CA,CA,US-CA
94519,CA,94519,94519,94519,West,Cold,CA,CA,US-CA
94520,CA,94520,94520,94520,North,Cold,CA,CA,US-CA
94533,CA,94533,94533,94533,East,Cold,CA,CA,US-CA
94534,CA,94534,94534,94534,East,Cold,CA,CA,US-CA
94538,CA,94538,94538,94538,West,Hot,CA,CA,US-CA
94539,CA,94539,94539,94539,West,Cold,CA,CA,US-CA
94544,CA,94544,94544,94544,North,Cold,CA,CA,US-CA
94545,CA,94545,94545,94545,West,Cold,CA,CA,US-CA
94547,CA,94547,94547,94547,South,Cold,CA,CA,US-CA
94549,CA,94549,94549,94549,West,Cold,CA,CA,US-CA
94550,CA,94550,94550,94550,North,Cold,CA,CA,US-CA
94551,CA,94551,94551,94551,West,Cold,CA,CA,US-CA
94553,CA,94553,94553,94553,West,Cold,CA,CA,US-CA
94555,CA,94555,94555,94555,South,Cold,CA,CA,US-CA
94558,CA,94558,94558,94558,East,Cold,CA,CA,US-CA
94559,CA,94559,94559,94559,South,Cold,CA,CA,US-CA
94560,CA,94560,94560,94560,West,Cold,CA,CA,US-CA
94563,CA,94563,94563,94563,West,Cold,CA,CA,US-CA
94565,CA,94565,94565,94565,North,Cold,CA,CA,US-CA
94566,CA,94566,94566,94566,South,Cold,CA,CA,US-CA
94574,CA,94574,94574,94574,North,Cold,CA,CA,US-CA
94577,CA,94577,94577,94577,South,Cold,CA,CA,US-CA
94580,CA,94580,94580,94580,North,Cold,CA,CA,US-CA
94583,CA,94583,94583,94583,South,Warm,CA,CA,US-CA
94587,CA,94587,94587,94587,East,Cold,CA,CA,US-CA
94588,CA,94588,94588,94588,East,Hot,CA,CA,US-CA
94590,CA,94590,94590,94590,East,Cold,CA,CA,US-CA
94596,CA,94596,94596,94596,North,Cold,CA,CA,US-CA
94597,CA,94597,94597,94597,East,Cold,CA,CA,US-CA
94598,CA,94598,94598,94598,South,Cold,CA,CA,US-CA
94601,CA,94601,94601,94601,West,Cold,CA,CA,US-CA
94602,CA,94602,94602,94602,North,Cold,CA,CA,US-CA
94604,CA,94604,94604,94604,South,Cold,CA,CA,US-CA
94606,CA,94606,94606,94606,East,Cold,CA,CA,US-CA
94607,CA,94607,94607,94607,West,Cold,CA,CA,US-CA
94608,CA,94608,94608,94608,West,Warm,CA,CA,US-CA
94609,CA,94609,94609,94609,East,Cold,CA,CA,US-CA
94612,CA,94612,94612,94612,West,Cold,CA,CA,US-CA
94618,CA,94618,94618,94618,East,Cold,CA,CA,US-CA
94621,CA,94621,94621,94621,West,Cold,CA,CA,US-CA
94704,CA,94704,94704,94704,West,Cold,CA,CA,US-CA
94706,CA,94706,94706,94706,North,Cold,CA,CA,US-CA
94710,CA,94710,94710,94710,South,Cold,CA,CA,US-CA
94720,CA,94720,94720,94720,North,Cold,CA,CA,US-CA
94801,CA,94801,94801,94801,East,Cold,CA,CA,US-CA
94901,CA,94901,94901,94901,West,Cold,CA,CA,US-CA
94903,CA,94903,94903,94903,North,Cold,CA,CA,US-CA
94904,CA,94904,94904,94904,East,Cold,CA,CA,US-CA
94920,CA,94920,94920,94920,North,Cold,CA,CA,US-CA
94925,CA,94925,94925,94925,South,Cold,CA,CA,US-CA
94941,CA,94941,94941,94941,South,Cold,CA,CA,US-CA
94945,CA,94945,94945,94945,East,Cold,CA,CA,US-CA
94947,CA,94947,94947,94947,North,Cold,CA,CA,US-CA
94949,CA,94949,94949,94949,South,Cold,CA,CA,US-CA
94954,CA,94954,94954,94954,West,Cold,CA,CA,US-CA
94998,CA,94998,94998,94998,North,Cold,CA,CA,US-CA
95002,CA,95002,95002,95002,South,Cold,CA,CA,US-CA
95003,CA,95003,95003,95003,West,Cold,CA,CA,US-CA
95008,CA,95008,95008,95008,North,Cold,CA,CA,US-CA
95010,CA,95010,95010,95010,West,Cold,CA,CA,US-CA
95014,CA,95014,95014,95014,North,Warm,CA,CA,US-CA
95032,CA,95032,95032,95032,East,Cold,CA,CA,US-CA
95035,CA,95035,95035,95035,West,Hot,CA,CA,US-CA
95037,CA,95037,95037,95037,East,Cold,CA,CA,US-CA
95045,CA,95045,95045,95045,East,Cold,CA,CA,US-CA
95050,CA,95050,95050,95050,West,Cold,CA,CA,US-CA
95051,CA,95051,95051,95051,South,Cold,CA,CA,US-CA
95053,CA,95053,95053,95053,West,Cold,CA,CA,US-CA
95054,CA,95054,95054,95054,North,Hot,CA,CA,US-CA
95060,CA,95060,95060,95060,West,Cold,CA,CA,US-CA
95064,CA,95064,95064,95064,South,Cold,CA,CA,US-CA
95065,CA,95065,95065,95065,East,Cold,CA,CA,US-CA
95066,CA,95066,95066,95066,West,Cold,CA,CA,US-CA
95070,CA,95070,95070,95070,South,Cold,CA,CA,US-CA
95076,CA,95076,95076,95076,East,Cold,CA,CA,US-CA
95077,CA,95077,95077,95077,South,Cold,CA,CA,US-CA
95110,CA,95110,95110,95110,East,Warm,CA,CA,US-CA
95112,CA,95112,95112,95112,West,Warm,CA,CA,US-CA
95113,CA,95113,95113,95113,West,Cold,CA,CA,US-CA
95119,CA,95119,95119,95119,East,Cold,CA,CA,US-CA
95122,CA,95122,95122,95122,West,Cold,CA,CA,US-CA
95123,CA,95123,95123,95123,North,Cold,CA,CA,US-CA
95124,CA,95124,95124,95124,South,Cold,CA,CA,US-CA
95125,CA,95125,95125,95125,East,Cold,CA,CA,US-CA
95126,CA,95126,95126,95126,West,Cold,CA,CA,US-CA
95128,CA,95128,95128,95128,East,Cold,CA,CA,US-CA
95129,CA,95129,95129,95129,South,Cold,CA,CA,US-CA
95131,CA,95131,95131,95131,East,Warm,CA,CA,US-CA
95132,CA,95132,95132,95132,East,Cold,CA,CA,US-CA
95133,CA,95133,95133,95133,West,Cold,CA,CA,US-CA
95134,CA,95134,95134,95134,South,Hot,CA,CA,US-CA
95135,CA,95135,95135,95135,South,Cold,CA,CA,US-CA
95138,CA,95138,95138,95138,East,Cold,CA,CA,US-CA
95203,CA,95203,95203,95203,East,Cold,CA,CA,US-CA
95207,CA,95207,95207,95207,West,Cold,CA,CA,US-CA
95211,CA,95211,95211,95211,North,Cold,CA,CA,US-CA
95219,CA,95219,95219,95219,South,Cold,CA,CA,US-CA
95231,CA,95231,95231,95231,East,Cold,CA,CA,US-CA
95240,CA,95240,95240,95240,West,Cold,CA,CA,US-CA
95307,CA,95307,95307,95307,West,Cold,CA,CA,US-CA
95324,CA,95324,95324,95324,North,Cold,CA,CA,US-CA
95334,CA,95334,95334,95334,South,Cold,CA,CA,US-CA
95340,CA,95340,95340,95340,East,Cold,CA,CA,US-CA
95341,CA,95341,95341,95341,West,Cold,CA,CA,US-CA
95350,CA,95350,95350,95350,South,Cold,CA,CA,US-CA
95354,CA,95354,95354,95354,East,Cold,CA,CA,US-CA
95357,CA,95357,95357,95357,North,Cold,CA,CA,US-CA
95358,CA,95358,95358,95358,South,Cold,CA,CA,US-CA
95361,CA,95361,95361,95361,East,Cold,CA,CA,US-CA
95370,CA,95370,95370,95370,West,Cold,CA,CA,US-CA
95380,CA,95380,95380,95380,North,Cold,CA,CA,US-CA
95382,CA,95382,95382,95382,South,Cold,CA,CA,US-CA
95401,CA,95401,95401,95401,West,Cold,CA,CA,US-CA
95403,CA,95403,95403,95403,North,Cold,CA,CA,US-CA
95405,CA,95405,95405,95405,South,Cold,CA,CA,US-CA
95407,CA,95407,95407,95407,West,Cold,CA,CA,US-CA
95437,CA,95437,95437,95437,South,Cold,CA,CA,US-CA
95441,CA,95441,95441,95441,East,Cold,CA,CA,US-CA
95446,CA,95446,95446,95446,West,Cold,CA,CA,US-CA
95448,CA,95448,95448,95448,North,Cold,CA,CA,US-CA
95472,CA,95472,95472,95472,South,Cold,CA,CA,US-CA
95476,CA,95476,95476,95476,East,Cold,CA,CA,US-CA
95482,CA,95482,95482,95482,West,Cold,CA,CA,US-CA
95501,CA,95501,95501,95501,North,Cold,CA,CA,US-CA
95519,CA,95519,95519,95519,East,Cold,CA,CA,US-CA
95521,CA,95521,95521,95521,West,Cold,CA,CA,US-CA
95558,CA,95558,95558,95558,South,Cold,CA,CA,US-CA
95560,CA,95560,95560,95560,East,Cold,CA,CA,US-CA
95602,CA,95602,95602,95602,West,Cold,CA,CA,US-CA
95603,CA,95603,95603,95603,North,Cold,CA,CA,US-CA
95605,CA,95605,95605,95605,South,Cold,CA,CA,US-CA
